City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Abu Dhabi,AE,24.4667,54.3667,90.97,76,0,1.99,clear sky
449,Comodoro Rivadavia,AR,-45.8667,-67.5,55.51,53,98,27.78,overcast clouds
450,Fairbanks,US,64.8378,-147.7164,61.21,66,19,3.11,few clouds
451,Lulea,SE,65.5842,22.1547,64.47,59,0,6.91,clear sky
452,Saint-Pierre,RE,-21.3393,55.4781,73.08,68,0,19.57,clear sky
453,Taveta,KE,-3.3963,37.6736,76.35,51,97,12.77,overcast clouds
454,Balkanabat,TM,39.5108,54.3671,99.7,14,26,9.19,scattered clouds
455,Skarzysko-Kamienna,PL,51.1131,20.8716,60.39,91,93,12.93,overcast clouds
456,Kyren,RU,51.6828,102.1408,62.73,82,97,1.32,overcast clouds
457,Quatre Cocos,MU,-20.2078,57.7625,73.09,69,60,18.81,broken clouds
458,Bayan,CN,46.0833,127.4,61.0,85,100,8.21,overcast clouds
459,Redlands,US,34.0556,-117.1825,81.93,71,0,4.0,clear sky
460,Kavaratti,IN,10.5669,72.642,83.25,75,100,14.58,light rain
461,Luba,GQ,3.4568,8.5547,82.29,80,55,8.37,light rain
462,Umm Lajj,SA,25.0213,37.2685,87.28,49,0,15.86,clear sky
463,Laguna,US,38.421,-121.4238,67.32,52,0,13.8,clear sky
464,Catuday,PH,16.2923,119.8062,81.91,74,99,4.18,light rain
465,Jiutai,CN,44.1525,125.8328,62.91,89,100,8.37,overcast clouds
466,Haapiti,PF,-17.5667,-149.8667,73.13,65,48,19.77,scattered clouds
467,Kisangani,CD,0.5167,25.2,85.82,58,54,1.99,broken clouds
468,Manjacaze,MZ,-24.7117,33.8828,68.54,66,0,4.36,clear sky
469,Sola,VU,-13.8833,167.55,80.49,79,100,13.04,overcast clouds
470,Ranong,TH,9.9658,98.6348,80.01,84,33,3.38,scattered clouds
471,Alwaye,IN,10.1167,76.35,80.55,89,40,3.44,mist
472,El Sauzal,MX,31.9,-116.6833,62.42,88,6,4.94,clear sky
473,Zhanaozen,KZ,43.3,52.8,84.9,25,97,8.25,overcast clouds
474,Begoro,GH,6.3871,-0.3774,83.7,56,98,2.24,overcast clouds
475,Slantsy,RU,59.1182,28.0914,63.91,68,23,8.3,few clouds
476,Aklavik,CA,68.2191,-135.0107,42.67,73,100,6.53,overcast clouds
477,Kupang,ID,-10.1667,123.5833,76.44,76,96,12.95,overcast clouds
478,Fort Pierce,US,27.4467,-80.3256,90.05,71,20,4.0,few clouds
479,Ostrovnoy,RU,68.0531,39.5131,52.27,89,100,7.14,moderate rain
480,Yiyang,CN,28.5892,112.3283,70.86,91,100,5.08,overcast clouds
481,Rameswaram,IN,9.2833,79.3,82.9,81,99,22.24,overcast clouds
482,Roma,US,43.2128,-75.4557,71.73,69,75,10.36,broken clouds
483,Alice Springs,AU,-23.7,133.8833,42.35,75,10,0.0,clear sky
484,Lippstadt,DE,51.6667,8.35,67.93,45,40,9.22,scattered clouds
485,Morondava,MG,-20.2833,44.2833,76.89,59,7,9.37,clear sky
486,Merauke,ID,-8.4667,140.3333,77.43,90,68,14.54,broken clouds
487,Surt,LY,31.2089,16.5887,77.65,62,0,11.54,clear sky
488,Elko,US,41.0002,-115.5012,50.23,63,4,1.01,clear sky
489,Gorontalo,ID,0.5412,123.0595,74.28,95,100,2.35,overcast clouds
490,Bereda,ES,43.2686,-7.5406,74.5,61,31,6.71,scattered clouds
491,Codajas,BR,-3.8367,-62.0569,74.43,94,99,2.95,overcast clouds
492,Calama,CL,-22.4667,-68.9333,66.85,2,0,7.56,clear sky
493,Kapit,MY,2.0167,112.9333,73.18,99,100,0.69,overcast clouds
494,Jutai,BR,-5.1833,-68.9,74.43,66,99,4.83,overcast clouds
495,Concordia,AR,-31.393,-58.0209,53.78,77,7,7.0,clear sky
496,Wanlaweyn,SO,2.6185,44.8938,82.99,50,99,21.5,overcast clouds
497,Oussouye,SN,12.485,-16.5469,90.39,50,34,11.61,scattered clouds
498,Mehamn,NO,71.0357,27.8492,44.06,88,100,17.47,overcast clouds
499,Cap Malheureux,MU,-19.9842,57.6142,73.47,69,24,7.0,few clouds
500,Saint Anthony,US,45.0205,-93.218,72.03,93,75,17.27,mist
501,Inyonga,TZ,-6.7167,32.0667,79.5,36,48,3.04,scattered clouds
502,Javanrud,IR,34.7961,46.5172,81.88,23,2,11.81,clear sky
503,Poienile De Sub Munte,RO,47.8167,24.4333,69.06,80,20,4.14,few clouds
504,Marquette,US,46.5333,-87.6335,56.16,75,100,7.9,overcast clouds
505,Irtyshskiy,RU,58.3333,68.1333,50.61,96,100,6.93,overcast clouds
506,Marica,BR,-22.9194,-42.8186,73.35,66,96,16.13,overcast clouds
507,Burnie,AU,-41.0667,145.9167,43.95,88,29,8.55,scattered clouds
508,Chunhuhub,MX,19.55,-88.6833,86.11,60,100,7.43,overcast clouds
509,Damghan,IR,36.1683,54.348,89.49,18,67,9.73,broken clouds
510,Qaqortoq,GL,60.7167,-46.0333,44.28,49,2,6.78,clear sky
511,Shenjiamen,CN,29.9576,122.298,69.82,93,100,4.29,overcast clouds
512,Jumla,NP,29.2747,82.1838,63.95,68,66,3.98,broken clouds
513,Manaus,BR,-3.1019,-60.025,77.49,83,75,4.61,broken clouds
514,Chimbote,PE,-9.0853,-78.5783,65.37,77,96,5.3,overcast clouds
515,Staraya Toropa,RU,56.2801,31.6702,68.29,45,79,6.96,broken clouds
516,Opunake,NZ,-39.4556,173.8583,53.11,69,61,28.97,broken clouds
517,Egvekinot,RU,66.3167,-179.1667,31.23,68,18,9.53,few clouds
518,Mahuva,IN,21.0914,71.7622,84.22,75,13,14.25,few clouds
519,Sungairaya,ID,0.7,108.9,77.16,89,100,4.23,moderate rain
520,Barentu,ER,15.1139,37.5928,91.0,29,95,4.81,overcast clouds
521,San Ramon,US,37.7799,-121.978,62.49,75,17,1.01,few clouds
522,Kesan,TR,40.8558,26.6303,82.9,45,62,16.13,broken clouds
523,West Lafayette,US,40.4259,-86.9081,87.58,87,100,6.91,overcast clouds
524,Kodinsk,RU,58.6881,99.1844,64.13,63,44,2.08,scattered clouds
525,Boda,CF,4.3189,17.4695,72.64,87,100,1.83,overcast clouds
526,Panaba,MX,21.2833,-88.2667,88.77,53,56,13.65,broken clouds
527,Kushima,JP,31.4583,131.2333,66.83,96,100,12.97,heavy intensity rain
528,Beatrice,US,40.2681,-96.747,90.18,61,0,9.22,clear sky
529,Hofn,IS,64.2539,-15.2082,50.02,93,100,8.05,overcast clouds
530,Inhambane,MZ,-23.865,35.3833,70.52,77,0,8.55,clear sky
531,Ayia Marina,GR,37.75,23.5333,88.41,55,17,15.97,few clouds
532,Itaqui,BR,-29.1253,-56.5531,55.27,62,0,5.91,clear sky
533,Kungsbacka,SE,57.4872,12.0761,61.0,72,9,21.99,clear sky
534,Gazojak,TM,41.1875,61.4036,92.19,11,78,6.22,broken clouds
535,Quibor,VE,9.9287,-69.6201,81.09,54,100,8.75,overcast clouds
536,Lufkin,US,31.3382,-94.7291,84.47,79,40,11.5,scattered clouds
537,Murgab,TM,37.4966,61.9714,92.89,17,0,5.84,clear sky
538,Middletown,US,39.5151,-84.3983,87.55,77,0,4.61,clear sky
539,Xining,CN,36.6167,101.7667,57.96,37,0,2.1,clear sky
540,Chegdomyn,RU,51.1167,133.0167,57.87,73,100,4.5,overcast clouds
541,Northam,GB,51.0333,-4.2167,62.65,70,70,9.35,broken clouds
542,Weihe,CN,32.9952,105.3247,59.36,71,92,5.95,overcast clouds
543,Gamba,GA,-2.65,10.0,79.32,69,81,10.76,broken clouds
544,Kortkeros,RU,61.8106,51.5806,69.8,39,34,2.33,scattered clouds
545,Okitipupa,NG,6.5047,4.7839,84.97,65,90,7.54,overcast clouds
546,Rockingham,US,42.9668,-71.0995,80.1,75,97,1.99,overcast clouds
547,Mende,FR,44.6667,3.5,74.17,44,11,9.42,few clouds
548,Kropotkin,RU,45.4375,40.5756,77.09,50,100,9.48,overcast clouds
549,Along,IN,28.1667,94.7667,72.48,98,97,0.98,overcast clouds
550,Manokwari,ID,-0.8667,134.0833,79.9,76,30,6.35,scattered clouds
551,Vakhtan,RU,57.9659,46.6889,67.44,55,10,4.79,clear sky
552,Andenes,NO,69.3143,16.1194,48.18,87,75,9.22,broken clouds
553,Turukhansk,RU,65.8167,87.9833,63.61,79,76,8.48,broken clouds
554,Isangel,VU,-19.55,169.2667,76.06,88,100,3.94,overcast clouds
555,Panchagarh,BD,26.3313,88.562,79.0,94,85,8.86,overcast clouds
556,Planeta Rica,CO,8.4147,-75.5883,78.04,86,97,3.29,overcast clouds
557,Te Anau,NZ,-45.4167,167.7167,44.31,91,100,12.53,light rain
558,Rujewa,TZ,-8.7,34.3833,76.69,35,59,6.69,broken clouds
559,Toora-Khem,RU,52.4675,96.11,58.01,92,100,2.44,overcast clouds
560,Nerchinskiy Zavod,RU,51.3088,119.61,55.71,86,85,3.33,overcast clouds
561,Alegrete,BR,-29.7831,-55.7919,55.71,57,0,5.77,clear sky
562,Great Falls,US,47.5002,-111.3008,58.66,77,75,10.36,broken clouds
563,Hammerfest,NO,70.6634,23.6821,46.85,76,75,5.75,broken clouds
564,Nikolsk,RU,53.7189,46.0712,67.93,62,7,1.07,clear sky
565,Kidal,ML,18.4411,1.4078,107.01,11,7,1.19,clear sky
566,Kemijarvi,FI,66.7131,27.4306,65.16,47,96,3.15,overcast clouds
567,Koratagere,IN,13.5228,77.2331,80.56,59,98,9.71,overcast clouds
568,Vacaria,BR,-28.5122,-50.9339,52.68,74,1,5.12,clear sky
569,Sumbe,AO,-11.2061,13.8437,78.35,64,14,9.57,few clouds
570,Puri,IN,19.8,85.85,88.32,86,65,13.85,broken clouds
571,Makat,KZ,47.6469,53.3463,77.02,26,0,14.2,clear sky
572,Kysyl-Syr,RU,63.8986,122.7617,48.7,99,100,3.89,overcast clouds
573,Muroto,JP,33.2833,134.15,66.02,90,100,17.02,moderate rain
574,Brae,GB,60.3964,-1.353,51.78,89,100,15.5,overcast clouds
575,San Quintin,MX,30.4833,-115.95,65.88,79,48,10.25,scattered clouds
576,Konstantinovskoye,RU,45.2992,42.6367,75.78,48,100,10.16,overcast clouds
577,Alappuzha,IN,9.49,76.3264,80.73,84,69,8.21,moderate rain
578,Hodmezovasarhely,HU,46.4167,20.3333,89.04,28,6,13.44,clear sky
579,Abeche,TD,13.8292,20.8324,98.02,25,100,4.34,overcast clouds
580,Banos,EC,-1.4,-78.4167,63.61,93,99,3.0,overcast clouds
581,Vila,PT,42.0304,-8.1588,85.69,54,39,4.94,scattered clouds
582,Mayya,RU,61.7333,130.2811,51.12,96,40,4.07,scattered clouds
583,Zhigansk,RU,66.7697,123.3711,48.65,92,8,8.21,clear sky
584,Bontang,ID,0.1333,117.5,80.49,75,47,2.86,scattered clouds
585,Kailua,US,21.4022,-157.7394,76.64,82,27,5.99,scattered clouds
586,Ternate,ID,0.8,127.4,81.03,78,92,4.03,overcast clouds
587,Kuusamo,FI,65.9667,29.1833,60.84,59,72,9.22,broken clouds
588,Marsa Matruh,EG,31.3525,27.2453,76.68,69,0,15.08,clear sky
589,Vila Velha,BR,-20.3297,-40.2925,73.35,70,75,11.5,broken clouds
590,Altay,CN,47.8667,88.1167,75.33,35,93,7.29,overcast clouds
591,Tuy Hoa,VN,13.0833,109.3,79.92,85,76,8.03,broken clouds
592,Hanyang,CN,32.1371,105.5126,69.4,71,100,1.41,overcast clouds
593,Scarborough,GB,54.2797,-0.4044,63.79,65,93,5.01,overcast clouds
594,Kanker,IN,20.2719,81.4931,85.66,59,91,5.32,overcast clouds
595,Constitucion,CL,-35.3333,-72.4167,51.44,83,100,1.48,overcast clouds
596,Kashan,IR,33.9831,51.4364,99.57,11,27,7.0,scattered clouds
597,Lakhimpur,IN,27.95,80.7667,102.24,15,0,9.24,clear sky
598,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,50,100,15.08,overcast clouds
599,Porto Novo,BJ,6.4965,2.6036,83.32,71,100,10.18,overcast clouds
600,Sayyan,YE,15.1718,44.3244,78.22,12,87,9.73,overcast clouds
601,Isla Mujeres,MX,21.2311,-86.731,86.05,75,9,14.12,clear sky
602,Clyde River,CA,70.4692,-68.5914,34.63,78,96,5.66,overcast clouds
603,Mora,CM,11.0461,14.1401,94.3,30,87,6.13,overcast clouds
604,Batagay-Alyta,RU,67.8006,130.4114,54.43,64,99,3.96,overcast clouds
605,Henties Bay,NA,-22.116,14.2845,64.63,71,0,6.93,clear sky
606,Morwell,AU,-38.2333,146.4,44.4,89,34,0.58,scattered clouds
607,Vostok,RU,46.4856,135.8833,51.8,74,57,4.59,broken clouds
608,Superior,US,46.7208,-92.1041,60.44,96,100,17.27,mist
609,Taman,RU,45.2117,36.7161,78.15,59,87,20.07,overcast clouds
610,Bonthe,SL,7.5264,-12.505,82.13,72,100,9.17,light rain
611,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,4.61,light rain
612,Ukiah,US,39.1502,-123.2078,57.09,70,0,10.36,clear sky
613,Mariestad,SE,58.7097,13.8237,64.87,59,17,15.61,few clouds
614,Cairns,AU,-16.9167,145.7667,66.15,68,12,8.05,few clouds
615,Oga,IT,46.4631,10.347,73.81,39,45,7.76,scattered clouds
616,Am Timan,TD,11.0297,20.2827,91.72,38,100,9.04,overcast clouds
617,Mogadishu,SO,2.0371,45.3438,79.68,79,96,19.42,overcast clouds
618,Ust-Maya,RU,60.4167,134.5333,47.93,97,72,4.16,broken clouds
619,Mjolby,SE,58.326,15.1237,66.11,39,83,13.09,broken clouds
620,Bend,US,44.0582,-121.3153,46.26,71,0,5.75,clear sky
621,San Jose,US,37.3394,-121.895,63.09,71,20,8.05,few clouds
622,Rajapur,IN,25.3833,81.15,103.1,24,9,14.88,clear sky
623,Sheopur,IN,25.6667,76.7,87.75,51,59,15.43,broken clouds
624,Senneterre,CA,48.3835,-77.2328,52.23,97,100,4.45,overcast clouds
625,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,64.99,69,100,3.15,overcast clouds
626,Cancun,MX,21.1743,-86.8466,85.93,70,40,8.05,scattered clouds
627,Ginir,ET,7.1333,40.7,69.03,54,60,12.39,broken clouds
628,Arandas,MX,20.7,-102.35,66.7,59,5,1.54,clear sky
629,El Campo,US,29.1966,-96.2697,88.84,62,40,14.97,haze
630,Iralaya,HN,15.0,-83.2333,77.67,89,92,7.65,overcast clouds
631,Dwarka,IN,22.2394,68.9678,85.87,71,84,6.11,broken clouds
632,Karpathos,GR,35.507,27.2132,76.96,69,20,31.07,few clouds
633,Nueva Gerona,CU,21.8833,-82.8,86.14,62,7,13.24,clear sky
634,Marawi,PH,7.9986,124.2928,69.1,93,100,2.98,overcast clouds
635,Uthal,PK,25.8072,66.6219,86.72,65,3,10.89,clear sky
636,Huambo,AO,-12.7761,15.7392,75.36,20,2,4.5,clear sky
637,Narsaq,GL,60.9167,-46.05,48.42,50,4,0.81,clear sky
638,Madimba,TZ,-10.4,40.3333,77.11,70,36,12.82,scattered clouds
639,Ikom,NG,5.9667,8.7063,81.12,80,95,4.59,light rain
640,Alta Floresta,BR,-9.8756,-56.0861,82.08,46,31,5.44,scattered clouds
641,Pokhara,NP,28.2333,83.9833,77.45,60,8,6.73,clear sky
642,Goderich,CA,43.7501,-81.7165,57.9,67,64,3.78,broken clouds
643,Port Augusta,AU,-32.5,137.7667,50.47,69,7,13.02,clear sky
644,Matamoros,MX,25.5333,-103.25,84.31,32,0,13.8,clear sky
645,Salalah,OM,17.0151,54.0924,86.09,84,75,11.5,broken clouds
646,Yenagoa,NG,4.9247,6.2642,81.68,80,98,6.85,light rain
647,Jiaojiang,CN,28.6803,121.4428,72.0,99,100,0.38,overcast clouds
648,San Vicente,AR,-26.6167,-54.1333,57.74,47,0,3.96,clear sky
649,Kamenka,RU,51.3223,42.7678,73.8,49,61,3.13,broken clouds
650,Canning,IN,22.3189,88.6714,91.11,71,87,17.22,overcast clouds
651,Pampierstad,ZA,-27.7832,24.6877,65.77,32,100,10.71,overcast clouds
652,Okhotsk,RU,59.3833,143.3,42.28,94,100,8.39,overcast clouds
653,Sovetskiy,RU,61.3614,63.5842,55.49,64,100,10.38,overcast clouds
654,Coquimbo,CL,-29.9533,-71.3436,49.73,87,100,4.61,overcast clouds
655,Lismore,AU,-28.8135,153.2773,51.93,98,93,2.53,overcast clouds
656,Yakeshi,CN,49.2833,120.7333,54.54,94,84,5.23,broken clouds
657,Mandalgovi,MN,45.7625,106.2708,65.5,32,77,6.04,broken clouds
658,Khani,GE,41.9563,42.9566,69.37,93,98,0.6,overcast clouds
659,Iquique,CL,-20.2208,-70.1431,60.84,67,31,4.5,scattered clouds
660,Kenai,US,60.5544,-151.2583,49.08,93,100,8.05,mist
661,Ilek,RU,51.5271,53.3831,63.27,68,98,8.12,overcast clouds
662,Bonavista,CA,48.6499,-53.1147,45.59,77,66,5.57,broken clouds
663,Dunedin,NZ,-45.8742,170.5036,50.81,40,18,15.99,few clouds
664,Gari,RU,59.4307,62.3497,52.84,81,89,4.94,overcast clouds
665,Sulangan,PH,11.1373,123.7228,84.54,73,100,8.97,overcast clouds
666,San Blas,MX,21.5167,-105.2667,87.69,58,3,2.55,clear sky
667,Ngunguru,NZ,-35.6167,174.5,55.94,68,3,17.18,clear sky
668,Arroyo,ES,41.6096,-4.7969,98.15,21,0,4.61,clear sky
669,Kuopio,FI,62.8924,27.677,58.95,88,79,3.44,broken clouds
670,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,73,20,13.8,few clouds
671,Nago,JP,26.5881,127.9761,81.45,89,98,15.95,overcast clouds
672,Nandgaon,IN,20.3167,74.65,84.9,59,90,11.59,overcast clouds
673,Seymchan,RU,62.8833,152.4333,41.94,75,0,4.7,clear sky
674,Kahului,US,20.8947,-156.47,76.84,79,0,18.41,clear sky
